################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.3400762073436651E-01 a       474     0    19     1    24
  6.0104496424120901E-01 a       475     0    19     1    25
  2.5207350065640903E+00 a       476     0    20     1     1
  9.7043623679213953E-01 a       477     0    20     1     2
 -2.6197211053448277E-01 a       478     0    20     1     3
  2.4477905632264738E+00 a       479     0    20     1     4
  4.2895457600529963E-01 a       480     0    20     1     5
 -4.2758424096076713E+00 a       481     0    20     1     6
  2.1052402555499814E+00 a       482     0    20     1     7
 -7.7324220759000128E-01 a       483     0    20     1     8
  5.2527287856186422E-01 a       484     0    20     1     9
 -3.0267796914560491E-01 a       485     0    20     1    10
 -3.5591736622002185E-01 a       486     0    20     1    11
  3.2157618802668386E+00 a       487     0    20     1    12
 -1.6965827349673324E+00 a       488     0    20     1    13
  9.1399471348237860E-01 a       489     0    20     1    14
 -3.8476740581165075E-01 a       490     0    20     1    15
  2.1071440119493587E+00 a       491     0    20     1    16
  2.4906123757352545E+00 a       492     0    20     1    17
  8.1242969236858953E-01 a       493     0    20     1    18
  9.5786334661897926E-02 a       494     0    20     1    19
 -1.2526787089108642E+00 a       495     0    20     1    20
 -5.3260702373828863E+00 a       496     0    20     1    21
  8.0551538642072185E-01 a       497     0    20     1    22
 -2.0377410670299843E+00 a       498     0    20     1    23
  4.9234923130885883E-01 a       499     0    20     1    24
  1.6908233107526529E+00 a       500     0    20     1    25
  5.8685330199656682E-01 a       501     0    21     1     1
 -2.4210935656663346E+00 a       502     0    21     1     2
 -1.9197016723935536E+00 a       503     0    21     1     3
  5.1382503628747846E+00 a       504     0    21     1     4
 -1.5893059906859279E+00 a       505     0    21     1     5
 -5.5831102087370601E+00 a       506     0    21     1     6
 -2.3000955532324294E+00 a       507     0    21     1     7
  4.0956063230353873E-01 a       508     0    21     1     8
 -3.4152075616504796E+00 a       509     0    21     1     9
 -3.0491774107643157E+00 a       510     0    21     1    10
  1.1526121704729577E+00 a       511     0    21     1    11
